name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-4122,NO,1,0,0,0,0,0,0
GENE-4123,NO,1,371,507,179,287,322,315
GENE-4124,NO,1,19,29,40,18,16,24
GENE-4125,NO,1,0,0,0,0,0,0
GENE-4126,NO,1,0,0,0,0,0,0
GENE-4127,NO,1,5,4,6,8,6,8
GENE-4128,NO,1,69,65,55,74,56,53
GENE-4129,NO,1,0,0,0,0,0,0
GENE-4130,NO,1,192,218,112,173,121,158
GENE-4131,NO,1,0,0,0,0,0,0
GENE-4132,NO,1,0,0,0,0,0,0
GENE-4133,NO,1,0,0,0,0,0,0
GENE-4134,NO,1,3,2,0,2,2,4
GENE-4135,YES,1,0,0,0,0,0,0
GENE-4136,NO,1,0,0,0,0,0,0
GENE-4137,NO,1,40,64,24,15,16,23
GENE-4138,NO,1,0,0,0,0,0,0
GENE-4140,NO,1,0,0,0,2,2,2
GENE-4141,NO,1,0,0,0,0,0,0
GENE-4142,NO,1,0,0,0,0,0,0
GENE-4143,NO,1,55,39,66,84,85,60
GENE-4144,NO,1,0,0,0,0,0,0
GENE-4145,NO,1,0,0,0,0,0,0
GENE-4146,NO,1,0,0,0,0,0,0
GENE-4147,NO,1,598,556,566,592,553,549
GENE-4148,NO,1,0,0,0,0,0,0
GENE-4149,YES,1,0,0,0,0,0,0
GENE-4150,NO,1,0,0,0,0,0,0
GENE-4151,NO,1,74,33,72,55,58,51
GENE-4152,NO,1,0,0,0,0,0,0
GENE-4153,NO,1,328,342,335,349,321,319
GENE-4154,NO,1,0,0,0,0,0,0
GENE-4155,NO,1,0,0,0,0,0,0
GENE-4156,NO,1,0,0,0,0,0,0
GENE-4157,NO,1,0,0,0,0,0,0
GENE-4158,NO,1,0,0,0,0,0,0
GENE-4159,NO,1,12,5,9,8,10,2
GENE-4160,NO,1,32,40,15,35,33,25
GENE-4161,NO,1,10,17,8,6,5,9
GENE-4162,NO,1,0,0,0,0,0,0
GENE-4163,NO,1,0,0,0,0,0,0
GENE-4164,NO,1,0,0,0,0,0,0
GENE-4165,NO,1,0,0,0,0,0,0
GENE-4166,NO,1,41,34,27,48,31,38
GENE-4167,NO,1,0,0,0,0,0,0
GENE-4168,NO,1,0,0,0,0,0,0
GENE-4169,NO,1,0,0,0,0,0,0
GENE-4170,NO,1,4,7,11,5,8,11
GENE-4171,NO,1,0,0,1,0,1,0
GENE-4172,NO,1,0,0,0,0,0,0
GENE-4173,NO,1,0,0,0,0,0,0
GENE-4174,NO,1,0,0,0,0,0,0
GENE-4175,NO,1,2797,3675,3275,3316,3853,3240
GENE-4176,NO,1,0,0,0,0,0,0
GENE-4177,NO,1,122,167,142,204,165,197
GENE-4178,NO,1,0,0,0,0,0,0
GENE-4179,NO,1,0,0,0,0,0,0
GENE-4180,NO,1,0,0,0,0,0,0
GENE-4181,NO,1,0,0,0,0,0,0
GENE-4182,NO,1,0,0,0,0,0,0
GENE-4183,NO,1,0,0,0,0,0,0
GENE-4184,NO,1,0,0,0,0,0,0
GENE-4185,NO,1,5,14,9,7,16,14
GENE-4186,NO,1,1,0,1,1,0,0
GENE-4187,NO,1,0,0,0,0,0,0
GENE-4188,NO,1,0,0,0,0,0,0
GENE-4189,NO,1,0,0,0,0,0,0
GENE-4190,NO,1,0,0,0,0,0,0
GENE-4191,NO,1,0,0,0,0,0,0
GENE-4192,NO,1,0,0,0,0,0,0
GENE-4193,NO,1,0,0,0,0,0,0
GENE-4194,NO,1,0,0,0,0,0,0
GENE-4195,NO,1,0,0,0,0,0,0
GENE-4196,NO,1,4,2,4,2,5,0
GENE-4197,NO,1,0,0,0,0,0,0
GENE-4198,NO,1,0,0,0,0,0,0
GENE-4199,NO,1,84,79,79,87,71,88
GENE-4200,NO,1,7,6,5,5,3,3
GENE-4201,NO,1,0,0,0,0,0,0
GENE-4202,NO,1,0,2,2,1,0,0
GENE-4203,NO,1,572,594,365,388,341,466
GENE-4204,NO,1,0,0,0,0,0,0
GENE-4205,NO,1,0,0,0,0,0,0
GENE-4206,NO,1,242,208,212,197,213,243
GENE-4207,NO,1,0,0,0,0,0,0
GENE-4208,NO,1,0,0,0,0,0,0
GENE-4209,NO,1,0,0,0,0,0,0
GENE-4210,NO,1,0,0,0,0,0,0
GENE-4211,NO,1,152,168,186,142,108,113
GENE-4212,NO,1,0,0,0,0,0,0
GENE-4213,NO,1,0,0,0,0,0,0
GENE-4214,NO,1,0,0,0,0,0,0
GENE-4215,NO,1,0,0,0,0,0,0
GENE-4216,NO,1,0,0,0,0,0,0
GENE-4217,NO,1,42,51,61,40,63,60
GENE-4218,NO,1,0,0,0,0,0,0
GENE-4219,NO,1,0,0,0,0,0,0
GENE-4220,NO,1,0,0,0,0,0,0
GENE-4221,NO,1,0,0,0,0,0,0
GENE-4222,NO,1,0,0,0,0,0,0
GENE-4223,NO,1,0,0,0,0,0,0
GENE-4224,NO,1,0,0,0,0,0,0
GENE-4225,NO,1,463,356,336,257,360,417
GENE-4226,NO,1,0,8,4,1,0,4
GENE-4227,NO,1,0,0,0,0,0,0
GENE-4228,NO,1,0,0,0,0,0,0
GENE-4229,NO,1,0,0,0,0,0,0
GENE-4230,NO,1,0,0,0,0,0,0
GENE-4231,NO,1,106,86,108,108,146,65
GENE-4232,NO,1,0,0,0,0,0,0
GENE-4233,NO,1,0,9,5,5,4,5
GENE-4234,NO,1,0,0,0,0,0,0
GENE-4235,NO,1,4,4,1,8,0,8
GENE-4236,NO,1,20,15,9,18,6,17
GENE-4237,NO,1,10,14,10,13,18,15
GENE-4238,NO,1,0,0,0,0,0,0
GENE-4239,NO,1,6,6,8,13,12,14
GENE-4240,NO,1,0,0,0,0,0,0
GENE-4241,NO,1,446,608,510,675,963,1247
GENE-4242,NO,1,0,0,0,0,0,0
GENE-4243,NO,1,0,0,0,0,0,0
GENE-4244,NO,1,0,0,0,0,0,0
GENE-4245,NO,1,0,0,0,0,0,0
GENE-4246,NO,1,0,0,0,0,0,0
GENE-4247,NO,1,0,0,0,0,0,0
GENE-4248,NO,1,1,0,2,1,1,0
GENE-4249,NO,1,978,708,764,805,827,785
GENE-4250,NO,1,0,0,0,0,0,0
GENE-4251,NO,1,0,0,0,0,0,0
GENE-4252,NO,1,203,214,228,198,214,211
GENE-4253,NO,1,0,0,0,0,0,0
GENE-4254,NO,1,0,0,0,0,0,0
GENE-4255,NO,1,0,0,0,0,0,0
GENE-4256,NO,1,3649,1929,3149,2804,1534,2098
GENE-4257,NO,1,0,0,0,0,0,0
GENE-4258,NO,1,0,0,0,0,0,0
GENE-4259,NO,1,0,0,0,0,0,0
GENE-4260,NO,1,0,0,0,0,0,0
GENE-4261,NO,1,0,0,0,0,0,0
GENE-4262,NO,1,0,0,0,0,0,0
GENE-4263,NO,1,0,0,0,0,0,0
GENE-4264,NO,1,0,0,0,0,0,0
GENE-4265,NO,1,0,0,0,0,0,0
GENE-4266,NO,1,0,0,0,0,1,0
GENE-4267,NO,1,0,0,0,0,0,0
GENE-4268,NO,1,0,0,0,0,0,0
GENE-4269,NO,1,61,38,48,21,13,38
GENE-4270,NO,1,0,0,0,0,0,0
GENE-4271,NO,1,0,0,0,0,0,0
GENE-4272,NO,1,103,133,114,127,115,126
GENE-4273,NO,1,31,31,26,13,26,35
GENE-4274,NO,1,0,0,0,0,0,0
GENE-4275,NO,1,6,0,1,6,5,3
GENE-4276,NO,1,0,0,0,0,0,0
GENE-4277,NO,1,0,0,0,0,0,0
GENE-4278,NO,1,0,1,0,0,0,0
GENE-4279,NO,1,0,0,0,0,0,0
GENE-4280,NO,1,0,0,0,0,0,0
GENE-4281,NO,1,5,1,3,4,3,4
GENE-4282,NO,1,0,0,0,0,0,0
GENE-4283,NO,1,80,63,85,81,71,88
GENE-4284,NO,1,215,266,254,194,153,267
GENE-4285,NO,1,0,0,0,0,0,0
GENE-4286,NO,1,266,374,169,166,185,269
GENE-4287,NO,1,0,0,0,0,0,0
GENE-4288,NO,1,0,0,0,0,0,0
GENE-4289,NO,1,0,0,0,0,0,0
GENE-4290,NO,1,14,15,12,12,16,13
GENE-4291,NO,1,1,0,0,1,0,0
GENE-4292,NO,1,523,373,420,402,396,313
GENE-4293,NO,1,0,0,0,0,0,0
GENE-4294,NO,1,0,0,0,0,0,0
GENE-4295,NO,1,0,0,0,0,0,0
GENE-4296,NO,1,0,0,0,0,0,0
GENE-4297,NO,1,0,0,0,0,0,0
GENE-4298,NO,1,110,82,112,103,109,105
GENE-4299,NO,1,0,0,0,0,0,0
GENE-4300,NO,1,0,0,0,0,0,0
GENE-4301,NO,1,102,130,87,79,131,93
GENE-4302,NO,1,115,91,108,97,94,90
GENE-4303,NO,1,67,92,67,60,104,102
GENE-4304,NO,1,6236,1230,4263,123,832,754
GENE-4305,NO,1,0,0,0,0,0,0
GENE-4306,NO,1,0,0,0,0,0,0
GENE-4307,NO,1,1,3,2,2,1,1
GENE-4308,NO,1,0,0,0,0,0,0
GENE-4309,NO,1,0,0,0,0,0,0
GENE-4310,NO,1,0,0,0,0,0,0
GENE-4311,NO,1,0,0,0,0,0,0
GENE-4312,NO,1,0,0,0,0,0,0
GENE-4313,YES,1,0,0,0,0,0,0
GENE-4314,NO,1,0,0,0,0,0,0
GENE-4315,NO,1,0,0,0,0,0,0
GENE-4316,NO,1,0,0,0,0,0,0
GENE-4317,NO,1,0,0,0,0,0,0
GENE-4318,NO,1,27,44,15,29,7,31
GENE-4319,YES,1,0,0,0,0,0,0
GENE-4321,NO,1,0,0,0,0,0,0
GENE-4322,NO,1,7,4,5,4,8,5
GENE-4323,NO,1,0,0,0,0,0,0
GENE-4324,NO,1,0,0,0,1,0,1
GENE-4325,NO,1,0,0,0,0,0,0
GENE-4326,NO,1,0,0,0,0,1,0
GENE-4327,NO,1,14205,15069,15212,13908,14361,14892
GENE-4328,NO,1,0,0,0,0,0,0
GENE-4329,NO,1,0,0,0,0,0,0
GENE-4330,NO,1,1,0,1,2,1,3
GENE-4331,NO,1,0,0,1,0,0,0
GENE-4332,NO,1,1,35,0,99,153,68
GENE-4333,NO,1,0,0,0,0,0,0
GENE-4334,NO,1,0,0,0,0,0,0
GENE-4336,NO,1,0,0,0,0,0,0
GENE-4337,NO,1,0,0,0,0,0,0
GENE-4338,NO,1,0,0,0,0,0,0
GENE-4339,NO,1,0,0,0,0,0,0
GENE-4340,NO,1,0,0,0,0,0,0
GENE-4341,NO,1,227,243,255,273,227,258
GENE-4342,NO,1,0,0,0,0,0,0
GENE-4343,NO,1,19,18,18,25,19,18
GENE-4344,NO,1,0,0,0,0,0,0
GENE-4345,NO,1,0,0,0,0,0,0
GENE-4346,NO,1,0,0,0,0,0,0
GENE-4347,NO,1,1,0,0,1,0,0
GENE-4348,NO,1,0,0,0,0,0,0
GENE-4349,NO,1,0,0,0,0,0,0
GENE-4350,NO,1,0,0,0,0,0,0
GENE-4351,NO,1,0,0,0,0,0,0
GENE-4352,NO,1,0,0,0,0,0,0
GENE-4353,NO,1,16,23,21,18,22,16
GENE-4354,NO,1,0,0,0,0,0,0
GENE-4355,NO,1,0,0,0,0,0,0
GENE-4356,NO,1,0,0,0,0,0,0
GENE-4357,NO,1,0,0,0,0,0,0
GENE-4358,NO,1,0,0,0,0,0,0
GENE-4359,NO,1,0,0,0,0,0,0
GENE-4360,NO,1,0,0,0,0,0,0
GENE-4361,NO,1,0,0,0,0,0,0
GENE-4362,NO,1,0,0,0,0,0,0
GENE-4363,NO,1,0,0,0,0,0,0
GENE-4364,YES,1,0,0,0,0,0,0
GENE-4365,NO,1,4,7,2,4,4,6
GENE-4366,YES,1,0,0,0,0,0,0
GENE-4367,NO,1,0,0,0,0,0,0
GENE-4368,NO,1,169,180,93,172,72,165
GENE-4369,NO,1,0,0,0,0,0,0
GENE-4370,NO,1,0,0,0,0,0,0
GENE-4371,NO,1,0,0,0,0,0,0
GENE-4372,NO,1,0,0,0,0,0,0
GENE-4373,NO,1,765,772,739,768,764,676
GENE-4374,NO,1,15,10,17,16,16,11
GENE-4375,NO,1,0,0,0,0,0,0
GENE-4376,NO,1,0,0,0,0,0,0
GENE-4377,NO,1,0,0,0,0,0,0
GENE-4378,NO,1,0,0,0,0,0,0
GENE-4379,NO,1,43,64,36,37,44,36
GENE-4380,NO,1,0,0,0,0,0,0
GENE-4381,NO,1,0,0,0,0,0,0
GENE-4382,NO,1,0,10,78,44,10,0
GENE-4383,NO,1,0,0,0,0,0,0
GENE-4384,NO,1,0,0,0,0,0,0
GENE-4385,NO,1,0,0,0,0,0,0
GENE-4386,NO,1,0,0,0,0,0,0
GENE-4387,NO,1,0,0,0,0,0,0
GENE-4388,NO,1,0,0,0,0,0,0
GENE-4389,NO,1,0,0,0,0,0,0
GENE-4390,NO,1,62,101,71,68,136,97
GENE-4391,YES,1,0,0,0,0,0,0
GENE-4392,NO,1,0,0,1,0,0,0
GENE-4393,NO,1,185,166,184,162,180,215
GENE-4394,NO,1,5,4,7,0,5,7
GENE-4395,NO,1,0,0,0,0,0,0
GENE-4396,YES,1,0,0,0,0,0,0
GENE-4397,NO,1,0,0,0,1,1,0
GENE-4398,NO,1,0,0,0,0,0,0
GENE-4399,NO,1,525,609,560,570,465,440
GENE-4400,NO,1,0,0,0,0,0,0
GENE-4401,NO,1,55,42,53,42,49,49
GENE-4402,NO,1,0,0,0,0,0,0
GENE-4403,NO,1,0,0,0,0,0,0
GENE-4404,NO,1,499,591,662,455,808,648
GENE-4405,NO,1,0,0,0,0,0,0
GENE-4406,NO,1,69,79,66,72,48,66
GENE-4407,NO,1,0,0,0,0,0,0
GENE-4408,NO,1,0,0,0,0,1,0
GENE-4409,NO,1,0,0,0,0,0,0
GENE-4410,NO,1,24,22,32,19,30,28
GENE-4411,NO,1,0,0,0,0,0,0
GENE-4412,NO,1,0,0,0,0,0,0
GENE-4413,NO,1,0,0,0,0,0,0
GENE-4414,NO,1,5,4,23,7,16,10
GENE-4415,NO,1,324,367,510,342,353,460
GENE-4416,YES,1,0,0,0,0,0,0
GENE-4417,NO,1,0,0,0,0,0,0
GENE-4418,NO,1,124,96,116,117,122,95
GENE-4419,NO,1,112,115,117,102,118,101
GENE-4420,NO,1,0,0,0,0,0,0
GENE-4421,NO,1,0,0,0,0,0,0
GENE-4423,NO,1,0,0,0,0,0,0
GENE-4424,NO,1,0,0,0,0,0,0
GENE-4425,NO,1,1166,1147,1294,1260,1199,1297
GENE-4426,NO,1,3,3,3,4,3,4
GENE-4427,NO,1,53,89,49,61,41,98
GENE-4428,NO,1,2759,3790,2672,3234,2878,2227
GENE-4429,NO,1,8,3,5,9,10,7
GENE-4430,NO,1,0,0,0,0,0,0
GENE-4431,NO,1,0,0,0,0,0,0
GENE-4432,NO,1,0,0,0,0,0,0
GENE-4433,NO,1,10,8,12,10,14,14
GENE-4434,NO,1,75,78,75,64,52,69
GENE-4435,NO,1,0,0,0,0,0,0
GENE-4436,NO,1,0,0,0,0,0,0
GENE-4437,NO,1,0,0,0,0,0,0
GENE-4438,NO,1,0,0,0,0,0,0
GENE-4439,NO,1,0,0,0,0,0,0
GENE-4440,NO,1,0,0,0,0,0,0
GENE-4441,NO,1,0,0,0,0,0,0
GENE-4442,NO,1,0,0,0,0,0,0
GENE-4443,NO,1,63,91,79,82,54,79
GENE-4444,NO,1,0,0,0,0,0,0
GENE-4445,NO,1,17,15,25,20,34,21
GENE-4446,NO,1,0,0,0,0,0,0
GENE-4447,YES,1,0,0,0,0,0,0
GENE-4448,NO,1,136,120,150,88,138,100
GENE-4449,NO,1,0,0,0,0,0,0
GENE-4451,NO,1,0,0,0,0,0,0
GENE-4452,NO,1,0,0,0,0,0,0
GENE-4453,NO,1,0,0,0,0,0,0
GENE-4454,NO,1,0,0,0,0,0,0
GENE-4455,NO,1,0,0,0,0,0,0
GENE-4456,NO,1,0,0,0,0,0,0
GENE-4457,NO,1,186,190,251,153,230,104
GENE-4458,NO,1,0,0,1,0,0,0
GENE-4459,NO,1,0,0,0,0,0,0
GENE-4460,NO,1,0,0,0,0,0,0
GENE-4461,NO,1,0,0,0,0,0,0
GENE-4462,NO,1,499,889,527,415,497,259
GENE-4463,NO,1,0,0,0,0,0,0
GENE-4464,NO,1,1,0,0,0,0,1
GENE-4465,NO,1,59,13,61,68,27,28
GENE-4466,NO,1,1,1,0,0,0,0
GENE-4467,NO,1,0,0,0,0,0,0
GENE-4468,NO,1,0,0,0,0,0,0
GENE-4469,NO,1,434,940,1139,653,768,633
GENE-4470,NO,1,4,4,2,5,1,2
GENE-4471,NO,1,191,156,116,171,191,160
GENE-4472,NO,1,1,3,4,3,7,5
GENE-4473,NO,1,0,0,0,0,0,0
GENE-4474,NO,1,0,0,0,0,0,0
GENE-4475,NO,1,0,1,1,0,0,0
GENE-4476,NO,1,0,0,0,0,0,0
GENE-4477,NO,1,785,611,395,491,293,461
GENE-4478,NO,1,0,0,0,0,0,0
GENE-4479,NO,1,2516,218,1,6,1,3739
GENE-4480,NO,1,828,736,721,921,843,907
GENE-4481,YES,1,0,0,0,0,0,0
GENE-4482,NO,1,1,1,1,1,0,2
GENE-4483,NO,1,0,0,0,0,0,0
GENE-4484,NO,1,0,0,0,0,0,0
GENE-4485,NO,1,29,32,30,28,29,15
GENE-4486,NO,1,1,4,0,0,0,0
GENE-4487,NO,1,580,458,200,425,309,686
GENE-4488,NO,1,0,0,0,0,0,0
GENE-4489,NO,1,0,0,0,0,0,0
GENE-4490,NO,1,0,0,0,0,0,0
GENE-4491,NO,1,1,5,5,2,1,2
GENE-4492,NO,1,0,0,0,0,0,0
GENE-4493,NO,1,0,0,0,0,0,0
GENE-4494,NO,1,29,33,25,28,34,20
GENE-4495,NO,1,0,0,0,0,0,0
GENE-4496,NO,1,2,2,1,4,0,2
GENE-4497,NO,1,1,0,2,1,0,0
GENE-4498,NO,1,0,0,0,0,0,0
GENE-4499,NO,1,0,0,0,0,0,0
GENE-4500,NO,1,0,0,0,0,0,0
GENE-4501,NO,1,0,0,0,0,0,0
GENE-4502,NO,1,0,0,0,0,0,0
GENE-4503,NO,1,0,0,0,0,0,0
GENE-4504,NO,1,0,0,0,0,0,0
GENE-4505,YES,1,0,0,0,0,0,0
GENE-4506,YES,1,0,0,0,0,0,0
GENE-4507,NO,1,0,0,0,0,0,0
GENE-4508,NO,1,0,0,0,0,0,0
GENE-4509,NO,1,0,0,0,0,0,0
GENE-4510,NO,1,0,0,0,0,0,0
GENE-4511,NO,1,0,0,0,0,0,0
GENE-4512,NO,1,62,89,66,49,64,49
GENE-4513,NO,1,0,0,0,0,0,0
GENE-4514,YES,1,0,0,0,0,0,0
GENE-4515,NO,1,10,13,17,12,10,11
GENE-4516,NO,1,0,0,0,0,0,0
GENE-4517,NO,1,42,50,43,66,49,62
GENE-4518,NO,1,19,20,24,22,17,15
GENE-4519,NO,1,0,0,0,0,0,0
GENE-4520,NO,1,0,0,0,0,0,0
GENE-4521,NO,1,0,0,0,0,0,0
GENE-4522,NO,1,0,0,0,0,0,0
GENE-4523,YES,1,0,0,0,0,0,0
GENE-4524,NO,1,0,0,0,0,0,0
GENE-4525,NO,1,124,91,110,126,79,199
GENE-4526,NO,1,0,0,0,0,0,0
GENE-4527,NO,1,775,1034,533,567,745,462
GENE-4528,NO,1,2887,2298,3002,3083,2102,3473
GENE-4529,NO,1,0,0,0,0,0,0
GENE-4530,NO,1,0,0,0,0,0,0
GENE-4531,NO,1,0,0,0,0,0,0
GENE-4532,NO,1,0,0,0,0,0,0
GENE-4533,NO,1,210,235,241,280,293,234
GENE-4534,NO,1,0,0,0,0,0,0
GENE-4535,NO,1,0,0,0,0,0,0
GENE-4536,NO,1,0,0,0,0,0,0
GENE-4537,NO,1,40,37,25,12,16,10
GENE-4538,NO,1,0,0,0,0,0,0
GENE-4539,NO,1,892,561,1824,1197,1122,1281
GENE-4540,NO,1,2166,2008,2589,2684,2561,2137
GENE-4541,NO,1,0,0,0,0,0,0
GENE-4542,YES,1,0,0,0,0,0,0
GENE-4543,NO,1,0,0,0,0,0,0
GENE-4544,NO,1,0,0,0,0,0,0
GENE-4545,NO,1,0,0,0,0,0,0
GENE-4546,NO,1,0,0,0,0,0,0
GENE-4547,NO,1,93,94,110,74,91,93
GENE-4548,NO,1,616,652,466,555,459,525
GENE-4549,NO,1,51,42,58,43,34,54
GENE-4550,NO,1,14,44,15,75,208,132
GENE-4551,NO,1,0,0,0,0,0,0
GENE-4552,NO,1,0,0,0,0,0,0
GENE-4553,NO,1,0,0,0,0,0,0
GENE-4554,NO,1,0,0,0,1,0,0
GENE-4555,NO,1,0,0,0,0,0,0
GENE-4556,NO,1,452,453,420,453,381,461
GENE-4557,NO,1,0,0,0,0,0,0
GENE-4558,NO,1,0,0,0,0,0,0
GENE-4559,NO,1,0,0,0,0,0,0
GENE-4560,NO,1,0,0,0,0,0,0
GENE-4561,NO,1,0,0,0,0,0,0
GENE-4562,NO,1,0,0,0,0,0,0
GENE-4563,NO,1,0,0,0,0,0,0
GENE-4564,NO,1,460,528,433,495,420,343
GENE-4565,NO,1,0,0,0,0,0,0
GENE-4566,NO,1,0,0,0,0,0,0
GENE-4567,NO,1,0,0,0,0,0,0
GENE-4568,NO,1,96,82,103,94,75,77
GENE-4569,NO,1,0,0,0,0,0,0
GENE-4570,NO,1,0,0,0,0,0,0
GENE-4571,NO,1,0,0,0,0,0,0
GENE-4572,NO,1,124,215,80,209,183,333
GENE-4573,NO,1,0,0,0,0,0,0
GENE-4574,NO,1,0,0,0,0,0,0
GENE-4575,NO,1,0,0,0,0,0,0
GENE-4576,NO,1,5,2,8,2,4,6
GENE-4577,NO,1,0,0,0,0,0,0
GENE-4578,NO,1,0,2,4,3,3,2
GENE-4579,NO,1,0,0,0,0,0,0
GENE-4580,NO,1,0,0,0,0,0,0
GENE-4581,NO,1,2,0,3,0,0,0
GENE-4582,NO,1,0,0,1,0,1,2
GENE-4583,NO,1,2,4,1,8,2,5
GENE-4585,NO,1,0,0,0,0,0,0
GENE-4586,NO,1,0,0,0,0,0,0
GENE-4587,NO,1,0,0,0,0,0,0
GENE-4588,NO,1,0,0,0,0,0,0
GENE-4589,NO,1,0,0,0,0,0,0
GENE-4590,NO,1,0,0,0,0,1,0
GENE-4591,YES,1,0,0,0,0,0,0
GENE-4592,NO,1,0,0,0,0,0,0
GENE-4593,NO,1,0,0,0,0,0,0
GENE-4594,NO,1,0,0,0,0,0,0
GENE-4595,NO,1,0,0,0,0,0,0
GENE-4596,NO,1,0,0,0,0,0,0
GENE-4597,NO,1,2101,1568,2789,1662,1782,1998
GENE-4598,NO,1,2405,2145,2017,2174,1813,1894
GENE-4599,YES,1,0,0,0,0,0,0
GENE-4600,NO,1,0,0,0,0,0,0
GENE-4601,NO,1,0,0,0,0,0,0
GENE-4602,NO,1,0,0,0,0,0,0
GENE-4603,NO,1,0,0,0,0,0,0
GENE-4604,NO,1,0,0,0,0,0,0
GENE-4605,NO,1,506,626,492,323,433,403
GENE-4606,YES,1,1,5,5,3,1,1
GENE-4607,NO,1,15,19,18,25,29,23
GENE-4608,NO,1,83,101,119,112,83,69
GENE-4609,NO,1,0,0,0,0,0,0
GENE-4610,NO,1,16,16,12,10,7,12
GENE-4611,NO,1,3,4,1,2,0,1
GENE-4612,NO,1,0,0,0,0,0,0
GENE-4613,NO,1,7,14,16,15,22,14
GENE-4614,NO,1,0,0,0,0,0,0
GENE-4615,NO,1,0,0,0,0,0,0
GENE-4616,NO,1,0,0,0,0,0,0
GENE-4617,NO,1,0,0,0,0,0,0
GENE-4618,NO,1,0,0,0,0,0,0
GENE-4619,NO,1,5,3,5,5,4,2
GENE-4620,NO,1,0,0,0,0,0,0
GENE-4621,NO,1,0,0,0,0,0,0
GENE-4622,NO,1,0,0,0,0,0,0
GENE-4623,NO,1,479,457,471,466,445,501
GENE-4624,NO,1,0,0,0,0,0,0
GENE-4625,YES,1,0,0,0,0,0,0
GENE-4626,NO,1,59,76,67,91,92,62
GENE-4627,NO,1,0,0,0,0,0,0
GENE-4628,NO,1,0,0,0,0,0,0
GENE-4629,NO,1,0,0,0,0,0,0
GENE-4630,NO,1,0,0,0,0,0,0
GENE-4631,NO,1,0,0,0,0,0,0
GENE-4632,NO,1,0,0,0,1,0,0
GENE-4633,NO,1,14,17,19,22,23,21
GENE-4634,NO,1,349,358,333,383,347,305
GENE-4635,NO,1,0,0,0,0,0,0
GENE-4636,NO,1,0,0,0,0,0,0
GENE-4637,NO,1,109,118,92,130,116,122
GENE-4639,NO,1,1714,1624,1981,1546,1652,1624
GENE-4640,NO,1,4,6,8,0,1,0
GENE-4641,NO,1,2,15,8,5,5,7
GENE-4642,NO,1,172,251,240,207,252,171
GENE-4643,NO,1,22,12,17,23,16,25
GENE-4644,NO,1,0,0,0,0,0,0
GENE-4645,NO,1,0,0,0,0,0,0
GENE-4646,NO,1,0,0,0,0,0,0
GENE-4647,NO,1,22,25,22,16,9,17
GENE-4648,NO,1,0,0,0,0,0,0
GENE-4649,NO,1,0,0,0,0,0,0
GENE-4650,NO,1,0,0,0,0,0,0
GENE-4651,NO,1,0,0,0,0,0,0
GENE-4652,NO,1,44,54,61,34,41,51
GENE-4653,NO,1,0,0,0,0,0,0
GENE-4654,NO,1,0,0,0,0,0,0
GENE-4655,NO,1,0,0,0,0,0,0
GENE-4656,NO,1,0,0,0,0,0,0
GENE-4657,NO,1,0,0,0,0,0,0
GENE-4658,NO,1,0,0,0,0,0,0
GENE-4659,NO,1,2172,2380,1526,1964,2114,2103
GENE-4660,NO,1,55,39,58,37,57,59
GENE-4662,NO,1,0,0,0,0,0,0
GENE-4663,NO,1,1,0,0,0,2,0
GENE-4664,NO,1,0,0,0,0,0,0
GENE-4665,NO,1,29,27,37,25,26,27
GENE-4666,NO,1,4,8,5,2,7,2
GENE-4667,NO,1,0,0,0,0,0,0
GENE-4668,NO,1,0,0,0,0,0,0
GENE-4669,NO,1,7,10,13,13,15,12
GENE-4670,NO,1,259,337,305,310,371,444
GENE-4671,NO,1,0,0,0,0,0,0
GENE-4672,NO,1,0,0,0,0,0,0
GENE-4673,NO,1,0,0,0,0,0,0
GENE-4674,NO,1,0,0,0,0,0,0
GENE-4675,NO,1,28,24,27,25,36,32
GENE-4676,NO,1,0,0,0,0,0,0
GENE-4677,NO,1,631,842,959,1456,1372,854
GENE-4678,NO,1,0,0,0,0,0,0
GENE-4679,NO,1,0,0,0,0,0,0
GENE-4680,NO,1,0,0,0,0,0,0
GENE-4681,NO,1,1,4,0,0,2,1
GENE-4682,NO,1,0,0,0,0,0,0
GENE-4683,NO,1,0,0,0,0,0,0
GENE-4684,NO,1,13,12,14,9,19,11
GENE-4685,NO,1,0,0,0,0,0,0
GENE-4686,NO,1,0,0,0,0,0,0
GENE-4687,NO,1,0,0,0,0,0,0
GENE-4688,NO,1,4,8,4,5,9,5
GENE-4689,YES,1,0,0,0,0,0,0
GENE-4690,NO,1,0,0,0,0,0,0
GENE-4691,NO,1,0,1,0,0,0,1
GENE-4692,NO,1,0,0,0,0,0,0
GENE-4693,NO,1,0,0,0,0,0,0
GENE-4694,NO,1,0,0,0,0,0,0
GENE-4695,NO,1,0,0,0,0,0,0
GENE-4696,NO,1,0,0,0,0,0,0
GENE-4697,NO,1,0,0,0,0,0,0
GENE-4698,NO,1,69,153,9,34,98,564
GENE-4699,NO,1,0,0,0,0,1,0
GENE-4700,NO,1,0,0,0,0,0,0
GENE-4701,NO,1,0,0,0,0,0,0
GENE-4702,NO,1,0,0,0,0,0,0
GENE-4703,NO,1,0,0,0,0,0,0
GENE-4704,NO,1,2,0,1,0,0,0
GENE-4705,NO,1,0,0,0,0,0,0
GENE-4706,NO,1,0,0,0,0,0,0
GENE-4707,NO,1,0,0,0,0,0,0
