# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "refs/agrobacterium_tumefaciens.gff" "-t" "gene" "-g" "ID" "-o" "matrix.txt" "WT_55_3.bam" "WT_67_1.bam" "WT_79_1.bam" "pssA_55_2.bam" "pssA_67_1.bam" "pssA_79_2.bam" 
Geneid	Chr	Start	End	Strand	Length	WT_55_3.bam	WT_67_1.bam	WT_79_1.bam	pssA_55_2.bam	pssA_67_1.bam	pssA_79_2.bam
gene-G6L97_RS06530	NZ_CP115841.1	1307322	1308599	-	1278	0	0	0	0	0	0
gene-G6L97_RS06535	NZ_CP115841.1	1309143	1310270	+	1128	0	1	0	0	5	3
gene-G6L97_RS06540	NZ_CP115841.1	1310547	1311305	+	759	0	0	0	0	0	0
gene-G6L97_RS06545	NZ_CP115841.1	1311394	1311657	+	264	0	0	0	0	0	0
gene-G6L97_RS06550	NZ_CP115841.1	1311654	1313186	+	1533	0	0	0	0	0	0
gene-G6L97_RS06555	NZ_CP115841.1	1313170	1314447	+	1278	0	0	0	0	0	0
gene-G6L97_RS06560	NZ_CP115841.1	1314562	1315719	-	1158	0	0	0	0	0	0
gene-G6L97_RS06565	NZ_CP115841.1	1315756	1316886	-	1131	1	3	4	1	0	1
gene-G6L97_RS06570	NZ_CP115841.1	1316886	1317968	-	1083	0	0	0	0	0	0
gene-G6L97_RS06575	NZ_CP115841.1	1318163	1318672	-	510	2	1	11	1	0	9
gene-G6L97_RS06580	NZ_CP115841.1	1318709	1319278	-	570	15	32	13	40	28	7
gene-G6L97_RS06585	NZ_CP115841.1	1319308	1319802	-	495	11	10	0	10	6	2
gene-G6L97_RS06590	NZ_CP115841.1	1320221	1320400	+	180	0	0	3	0	0	0
gene-G6L97_RS06595	NZ_CP115841.1	1320442	1320576	+	135	0	0	0	0	0	0
gene-G6L97_RS06600	NZ_CP115841.1	1320847	1322739	+	1893	5	4	5	5	1	7
gene-G6L97_RS06605	NZ_CP115841.1	1322756	1323790	+	1035	0	0	0	0	0	0
gene-G6L97_RS06610	NZ_CP115841.1	1323810	1324625	+	816	0	0	0	0	0	0
gene-G6L97_RS06615	NZ_CP115841.1	1324633	1325124	+	492	0	0	0	0	0	0
gene-G6L97_RS06620	NZ_CP115841.1	1325125	1326342	+	1218	0	0	0	0	0	0
gene-G6L97_RS06625	NZ_CP115841.1	1326843	1327913	+	1071	0	0	0	0	0	0
gene-G6L97_RS06630	NZ_CP115841.1	1328010	1328618	-	609	0	0	0	0	0	0
gene-G6L97_RS06635	NZ_CP115841.1	1328671	1330482	-	1812	0	0	0	0	0	0
gene-G6L97_RS06640	NZ_CP115841.1	1330705	1331073	-	369	0	0	0	0	0	0
gene-G6L97_RS06645	NZ_CP115841.1	1331159	1332256	+	1098	0	0	0	0	0	0
gene-G6L97_RS06650	NZ_CP115841.1	1332410	1333378	+	969	0	0	0	0	0	0
gene-G6L97_RS06655	NZ_CP115841.1	1333380	1334579	+	1200	0	0	0	0	0	0
gene-G6L97_RS06660	NZ_CP115841.1	1334576	1335202	+	627	0	0	0	0	0	0
gene-G6L97_RS06665	NZ_CP115841.1	1335199	1335714	+	516	0	0	0	0	0	0
gene-G6L97_RS06670	NZ_CP115841.1	1335904	1337469	-	1566	82	76	5	62	93	10
gene-G6L97_RS06675	NZ_CP115841.1	1337815	1338456	-	642	0	0	0	0	0	0
gene-G6L97_RS06680	NZ_CP115841.1	1338465	1339235	-	771	0	0	0	0	0	0
gene-G6L97_RS06685	NZ_CP115841.1	1339392	1340675	-	1284	4	1	7	1	0	2
gene-G6L97_RS06690	NZ_CP115841.1	1340780	1341583	-	804	1	1	5	0	1	8
gene-G6L97_RS06695	NZ_CP115841.1	1341580	1342308	-	729	0	0	0	0	0	2
gene-G6L97_RS06700	NZ_CP115841.1	1342363	1342569	-	207	0	0	0	0	0	0
gene-G6L97_RS06705	NZ_CP115841.1	1342700	1343446	-	747	0	0	0	0	0	0
gene-G6L97_RS06710	NZ_CP115841.1	1343436	1344284	-	849	0	0	0	0	0	0
gene-G6L97_RS06715	NZ_CP115841.1	1344343	1345359	-	1017	0	0	0	0	0	0
gene-G6L97_RS06720	NZ_CP115841.1	1345602	1348610	-	3009	19	11	8	13	24	5
gene-G6L97_RS06725	NZ_CP115841.1	1348677	1350434	-	1758	16	25	6	20	7	3
gene-G6L97_RS06730	NZ_CP115841.1	1350511	1351728	-	1218	0	0	0	0	0	0
gene-G6L97_RS06735	NZ_CP115841.1	1351958	1352290	+	333	0	0	0	0	0	0
gene-G6L97_RS06740	NZ_CP115841.1	1352513	1353310	+	798	0	0	0	0	0	0
gene-G6L97_RS06745	NZ_CP115841.1	1353440	1354234	-	795	0	0	0	0	0	3
gene-G6L97_RS06750	NZ_CP115841.1	1354221	1354529	-	309	0	0	0	0	0	0
gene-G6L97_RS06755	NZ_CP115841.1	1354799	1356088	-	1290	0	0	0	0	0	0
gene-G6L97_RS06760	NZ_CP115841.1	1356538	1359381	-	2844	18	25	11	16	22	14
gene-G6L97_RS06765	NZ_CP115841.1	1359575	1360534	-	960	0	0	0	0	0	0
gene-G6L97_RS06770	NZ_CP115841.1	1360890	1361561	-	672	2	9	2	4	4	1
gene-G6L97_RS06775	NZ_CP115841.1	1361807	1361880	-	74	0	0	0	0	0	0
gene-G6L97_RS06780	NZ_CP115841.1	1362122	1362274	-	153	0	0	0	0	0	0
gene-G6L97_RS06785	NZ_CP115841.1	1362971	1363252	+	282	0	0	0	0	0	0
gene-G6L97_RS06790	NZ_CP115841.1	1363336	1363581	+	246	0	0	0	0	0	0
gene-G6L97_RS06795	NZ_CP115841.1	1364091	1364690	-	600	0	0	0	0	0	0
gene-G6L97_RS06800	NZ_CP115841.1	1364968	1365759	+	792	0	0	0	0	0	0
gene-G6L97_RS06805	NZ_CP115841.1	1365843	1366688	+	846	0	0	0	0	0	0
gene-G6L97_RS06810	NZ_CP115841.1	1366802	1367299	+	498	0	0	0	0	0	0
gene-G6L97_RS06815	NZ_CP115841.1	1367322	1367594	+	273	0	0	0	0	0	0
gene-G6L97_RS06820	NZ_CP115841.1	1367977	1371795	+	3819	196	167	2339	63	128	2610
gene-G6L97_RS06825	NZ_CP115841.1	1371938	1372285	+	348	0	0	0	0	0	0
gene-G6L97_RS06830	NZ_CP115841.1	1372638	1373963	-	1326	0	0	0	0	0	0
gene-G6L97_RS06835	NZ_CP115841.1	1374362	1374586	+	225	0	0	0	0	0	0
gene-G6L97_RS06840	NZ_CP115841.1	1374609	1376342	-	1734	0	0	0	0	0	0
gene-G6L97_RS06845	NZ_CP115841.1	1376572	1377810	+	1239	0	0	2	2	1	1
gene-G6L97_RS06850	NZ_CP115841.1	1377965	1378420	-	456	0	0	0	0	0	0
gene-G6L97_RS06855	NZ_CP115841.1	1378528	1378962	+	435	0	0	0	0	0	0
gene-G6L97_RS06860	NZ_CP115841.1	1378966	1380120	-	1155	0	0	0	0	0	0
gene-G6L97_RS06865	NZ_CP115841.1	1380230	1380841	-	612	0	0	0	0	0	0
gene-G6L97_RS06870	NZ_CP115841.1	1380841	1381422	-	582	0	0	0	0	0	0
gene-G6L97_RS06875	NZ_CP115841.1	1381533	1382513	+	981	0	0	0	0	0	0
gene-G6L97_RS06880	NZ_CP115841.1	1382571	1384574	-	2004	8	7	16	10	7	7
gene-G6L97_RS06885	NZ_CP115841.1	1384706	1385227	-	522	0	0	0	0	0	0
gene-G6L97_RS06890	NZ_CP115841.1	1385224	1385583	-	360	0	0	0	0	0	0
gene-G6L97_RS06895	NZ_CP115841.1	1385587	1386033	-	447	0	0	0	0	0	0
gene-G6L97_RS06900	NZ_CP115841.1	1386317	1386943	+	627	0	0	0	0	0	0
gene-G6L97_RS06905	NZ_CP115841.1	1386971	1387423	+	453	0	0	0	0	0	0
gene-G6L97_RS06910	NZ_CP115841.1	1387522	1388448	+	927	0	0	0	0	0	0
gene-G6L97_RS06915	NZ_CP115841.1	1388585	1389019	-	435	0	0	0	0	0	0
gene-G6L97_RS06920	NZ_CP115841.1	1389174	1389947	-	774	0	0	0	0	0	0
gene-G6L97_RS06925	NZ_CP115841.1	1390307	1390864	+	558	0	0	0	0	0	0
gene-G6L97_RS06930	NZ_CP115841.1	1391048	1391665	+	618	0	0	0	0	0	0
gene-G6L97_RS06935	NZ_CP115841.1	1392420	1393028	+	609	0	0	1	0	0	0
gene-G6L97_RS06940	NZ_CP115841.1	1393124	1393561	-	438	0	0	0	0	0	0
gene-G6L97_RS06945	NZ_CP115841.1	1393627	1395030	-	1404	0	1	2	0	2	0
gene-G6L97_RS06950	NZ_CP115841.1	1395029	1395295	+	267	0	0	0	0	0	0
gene-G6L97_RS06955	NZ_CP115841.1	1395686	1396036	+	351	0	0	0	0	0	0
gene-G6L97_RS06960	NZ_CP115841.1	1396038	1396805	-	768	0	0	0	0	0	0
gene-G6L97_RS06965	NZ_CP115841.1	1396940	1397101	-	162	0	0	0	0	0	0
gene-G6L97_RS06970	NZ_CP115841.1	1397294	1398070	+	777	0	0	0	0	0	0
gene-G6L97_RS06975	NZ_CP115841.1	1398176	1399096	+	921	0	0	0	0	0	0
gene-G6L97_RS06980	NZ_CP115841.1	1399161	1400099	-	939	0	0	0	0	0	0
gene-G6L97_RS06985	NZ_CP115841.1	1400339	1400557	+	219	0	0	0	0	0	0
gene-G6L97_RS06990	NZ_CP115841.1	1400830	1401867	+	1038	3	3	2	9	0	1
gene-G6L97_RS06995	NZ_CP115841.1	1402031	1403506	-	1476	0	0	0	0	0	0
gene-G6L97_RS07000	NZ_CP115841.1	1403620	1403775	-	156	0	0	0	0	0	0
gene-G6L97_RS07005	NZ_CP115841.1	1403865	1404203	+	339	81	110	16	45	130	9
gene-G6L97_RS07010	NZ_CP115841.1	1404278	1405687	+	1410	183	204	283	125	307	259
gene-G6L97_RS07015	NZ_CP115841.1	1405786	1406709	+	924	0	0	0	0	0	0
gene-G6L97_RS07020	NZ_CP115841.1	1406799	1407128	+	330	0	0	0	0	0	0
gene-G6L97_RS07025	NZ_CP115841.1	1407256	1407909	-	654	0	0	0	0	0	0
gene-G6L97_RS07030	NZ_CP115841.1	1408232	1410079	+	1848	0	0	0	0	0	0
gene-G6L97_RS07035	NZ_CP115841.1	1410119	1410787	+	669	3	1	13	5	2	9
gene-G6L97_RS07040	NZ_CP115841.1	1410839	1411771	+	933	0	4	0	8	0	0
gene-G6L97_RS07045	NZ_CP115841.1	1411829	1412173	-	345	1	0	1	5	10	11
gene-G6L97_RS07050	NZ_CP115841.1	1412549	1416046	-	3498	5	8	4	7	5	7
gene-G6L97_RS07055	NZ_CP115841.1	1416050	1416361	-	312	11	15	3	2	8	3
gene-G6L97_RS07060	NZ_CP115841.1	1416549	1418654	+	2106	1	2	3	2	3	3
gene-G6L97_RS07065	NZ_CP115841.1	1418667	1418939	+	273	0	0	0	0	0	0
gene-G6L97_RS07070	NZ_CP115841.1	1418994	1419251	+	258	0	0	0	0	0	0
gene-G6L97_RS07080	NZ_CP115841.1	1419634	1420302	-	669	0	0	0	0	0	0
gene-G6L97_RS07085	NZ_CP115841.1	1420316	1420819	-	504	0	0	0	0	0	0
gene-G6L97_RS07090	NZ_CP115841.1	1420816	1422642	-	1827	9	20	8	12	6	4
gene-G6L97_RS07095	NZ_CP115841.1	1422847	1424208	-	1362	2	6	4	2	4	5
gene-G6L97_RS07100	NZ_CP115841.1	1424415	1425152	-	738	7	7	0	3	3	0
gene-G6L97_RS07105	NZ_CP115841.1	1425385	1426458	-	1074	13	24	18	6	35	11
gene-G6L97_RS07110	NZ_CP115841.1	1426496	1427416	-	921	0	0	0	0	0	0
gene-G6L97_RS07115	NZ_CP115841.1	1427416	1428507	-	1092	0	3	2	0	1	0
gene-G6L97_RS07120	NZ_CP115841.1	1428497	1430053	-	1557	0	0	0	0	0	0
gene-G6L97_RS07125	NZ_CP115841.1	1430266	1430991	-	726	0	0	0	0	0	0
gene-G6L97_RS07130	NZ_CP115841.1	1431201	1432409	+	1209	0	0	0	0	0	0
gene-G6L97_RS07135	NZ_CP115841.1	1432393	1433331	-	939	0	0	0	0	0	0
gene-G6L97_RS07140	NZ_CP115841.1	1433367	1434113	-	747	0	0	0	0	0	0
gene-G6L97_RS07145	NZ_CP115841.1	1434455	1434530	+	76	2	0	0	0	0	0
gene-G6L97_RS07150	NZ_CP115841.1	1434841	1435422	+	582	0	0	0	0	0	0
gene-G6L97_RS07155	NZ_CP115841.1	1435659	1435946	+	288	0	0	0	0	0	0
gene-G6L97_RS07160	NZ_CP115841.1	1435980	1436459	+	480	0	0	0	0	0	0
gene-G6L97_RS07165	NZ_CP115841.1	1436471	1437214	-	744	0	0	0	0	0	0
gene-G6L97_RS07170	NZ_CP115841.1	1437358	1438614	-	1257	0	0	0	0	0	0
gene-G6L97_RS07175	NZ_CP115841.1	1438772	1439212	-	441	0	0	0	0	0	0
gene-G6L97_RS07180	NZ_CP115841.1	1439403	1439981	+	579	1	1	3	1	0	5
gene-G6L97_RS07185	NZ_CP115841.1	1439981	1440466	+	486	0	0	0	0	0	0
gene-G6L97_RS07190	NZ_CP115841.1	1440526	1440774	-	249	0	0	0	0	0	0
gene-G6L97_RS07195	NZ_CP115841.1	1440986	1441255	+	270	0	0	0	0	0	0
gene-G6L97_RS07200	NZ_CP115841.1	1441838	1442980	+	1143	0	0	0	0	0	0
gene-G6L97_RS07205	NZ_CP115841.1	1443035	1443111	-	77	0	0	0	0	0	1
gene-G6L97_RS07210	NZ_CP115841.1	1443377	1443682	+	306	0	0	0	0	0	0
gene-G6L97_RS07215	NZ_CP115841.1	1443734	1443810	+	77	0	0	0	0	0	0
gene-G6L97_RS07220	NZ_CP115841.1	1443818	1444555	-	738	0	0	0	0	0	0
gene-G6L97_RS07225	NZ_CP115841.1	1444620	1444775	-	156	0	0	0	0	0	0
gene-G6L97_RS07230	NZ_CP115841.1	1445012	1446310	+	1299	0	0	0	0	0	0
gene-G6L97_RS07235	NZ_CP115841.1	1446325	1447044	+	720	0	0	0	0	0	0
gene-G6L97_RS07240	NZ_CP115841.1	1447034	1448242	+	1209	0	0	0	1	0	3
gene-G6L97_RS07245	NZ_CP115841.1	1448305	1448586	+	282	0	0	0	0	0	0
gene-G6L97_RS07250	NZ_CP115841.1	1448608	1448997	-	390	0	0	0	0	0	0
gene-G6L97_RS07255	NZ_CP115841.1	1449110	1449493	-	384	0	0	0	0	0	0
gene-G6L97_RS07260	NZ_CP115841.1	1449517	1450767	-	1251	11	28	53	18	16	51
gene-G6L97_RS07265	NZ_CP115841.1	1450760	1452031	-	1272	62	41	141	52	31	216
gene-G6L97_RS07270	NZ_CP115841.1	1452056	1452811	-	756	3	3	5	2	0	6
gene-G6L97_RS07275	NZ_CP115841.1	1452884	1454353	-	1470	75	90	288	101	62	200
gene-G6L97_RS07280	NZ_CP115841.1	1454554	1455723	-	1170	1	1	0	0	0	0
gene-G6L97_RS07285	NZ_CP115841.1	1455935	1456612	+	678	47	74	3	52	22	2
gene-G6L97_RS07290	NZ_CP115841.1	1456728	1457849	-	1122	0	0	0	0	0	0
gene-G6L97_RS07295	NZ_CP115841.1	1458000	1459253	+	1254	17	32	2	19	3	10
gene-G6L97_RS07300	NZ_CP115841.1	1459299	1462682	-	3384	0	0	0	0	0	0
gene-G6L97_RS07305	NZ_CP115841.1	1462801	1463268	+	468	0	0	0	0	0	0
gene-G6L97_RS07310	NZ_CP115841.1	1463283	1464113	+	831	0	0	0	0	0	0
gene-G6L97_RS07315	NZ_CP115841.1	1464203	1465519	+	1317	0	0	0	0	0	0
gene-G6L97_RS07320	NZ_CP115841.1	1465739	1467253	+	1515	65	66	6	59	32	5
gene-G6L97_RS07325	NZ_CP115841.1	1467286	1467705	+	420	0	0	0	0	0	0
gene-G6L97_RS07330	NZ_CP115841.1	1468591	1469670	+	1080	0	0	0	0	0	0
gene-G6L97_RS07335	NZ_CP115841.1	1469803	1470480	+	678	0	0	0	0	0	0
gene-G6L97_RS07340	NZ_CP115841.1	1470542	1471078	+	537	0	0	0	0	0	0
gene-G6L97_RS07345	NZ_CP115841.1	1471186	1472493	+	1308	2	4	8	2	2	2
gene-G6L97_RS07350	NZ_CP115841.1	1472563	1473126	+	564	0	0	0	0	0	0
gene-G6L97_RS07355	NZ_CP115841.1	1473310	1474074	+	765	23	19	0	25	6	1
gene-G6L97_RS07360	NZ_CP115841.1	1474130	1474372	+	243	4	1	0	5	1	2
gene-G6L97_RS07365	NZ_CP115841.1	1474393	1475064	+	672	0	0	0	0	0	0
gene-G6L97_RS07370	NZ_CP115841.1	1475148	1475555	+	408	0	0	0	0	0	0
gene-G6L97_RS07375	NZ_CP115841.1	1475688	1475993	-	306	0	0	0	0	0	0
gene-G6L97_RS07380	NZ_CP115841.1	1476087	1477505	+	1419	0	0	0	0	0	0
gene-G6L97_RS07385	NZ_CP115841.1	1477614	1478204	+	591	5	1	9	0	0	2
gene-G6L97_RS07390	NZ_CP115841.1	1478319	1480553	+	2235	25	36	16	23	14	18
gene-G6L97_RS07395	NZ_CP115841.1	1480570	1480803	+	234	14	8	35	9	11	38
gene-G6L97_RS07400	NZ_CP115841.1	1480940	1482088	-	1149	0	0	0	0	0	0
gene-G6L97_RS07405	NZ_CP115841.1	1482198	1482449	+	252	0	0	0	0	0	0
gene-G6L97_RS07410	NZ_CP115841.1	1482620	1482955	+	336	5	3	10	9	6	4
gene-G6L97_RS07415	NZ_CP115841.1	1483094	1484302	+	1209	0	0	5	0	1	1
gene-G6L97_RS07420	NZ_CP115841.1	1484377	1485201	-	825	0	0	0	0	0	0
gene-G6L97_RS07425	NZ_CP115841.1	1485232	1486059	-	828	0	0	0	0	0	0
gene-G6L97_RS07430	NZ_CP115841.1	1486076	1486990	-	915	0	0	0	0	0	0
gene-G6L97_RS07435	NZ_CP115841.1	1487054	1487983	-	930	0	0	0	0	0	0
gene-G6L97_RS07440	NZ_CP115841.1	1488053	1488670	-	618	443	493	242	387	281	186
gene-G6L97_RS07445	NZ_CP115841.1	1489123	1490106	+	984	0	0	0	3	0	0
gene-G6L97_RS07450	NZ_CP115841.1	1490145	1491662	-	1518	0	0	0	0	0	0
gene-G6L97_RS07455	NZ_CP115841.1	1491789	1492676	-	888	0	0	1	0	0	0
gene-G6L97_RS07460	NZ_CP115841.1	1492714	1493352	-	639	0	0	0	0	0	0
gene-G6L97_RS07465	NZ_CP115841.1	1493798	1494037	-	240	0	0	0	0	0	0
gene-G6L97_RS07470	NZ_CP115841.1	1494418	1495239	-	822	0	0	0	0	0	0
gene-G6L97_RS07475	NZ_CP115841.1	1495223	1496065	-	843	0	0	0	0	0	0
gene-G6L97_RS07480	NZ_CP115841.1	1496240	1496770	-	531	0	0	0	0	0	0
gene-G6L97_RS07485	NZ_CP115841.1	1496987	1498201	+	1215	116	250	39	128	84	36
gene-G6L97_RS07490	NZ_CP115841.1	1498537	1499163	+	627	0	0	0	0	0	0
gene-G6L97_RS07495	NZ_CP115841.1	1499241	1499624	-	384	0	0	0	0	0	0
gene-G6L97_RS07500	NZ_CP115841.1	1499701	1502364	-	2664	5	7	5	7	2	5
gene-G6L97_RS07505	NZ_CP115841.1	1502596	1503687	-	1092	12	15	16	21	9	52
gene-G6L97_RS07510	NZ_CP115841.1	1503934	1504875	+	942	0	0	0	0	0	0
gene-G6L97_RS07515	NZ_CP115841.1	1504907	1505830	+	924	0	0	0	0	0	0
gene-G6L97_RS07520	NZ_CP115841.1	1506033	1508261	-	2229	0	0	4	1	1	3
gene-G6L97_RS07525	NZ_CP115841.1	1508603	1509376	+	774	19	17	17	9	36	20
gene-G6L97_RS07530	NZ_CP115841.1	1509490	1510293	+	804	0	0	1	0	1	0
gene-G6L97_RS07535	NZ_CP115841.1	1510290	1511120	+	831	0	0	0	0	0	0
gene-G6L97_RS07540	NZ_CP115841.1	1511289	1511555	+	267	0	0	0	0	0	2
gene-G6L97_RS07545	NZ_CP115841.1	1511640	1512464	+	825	0	0	0	0	0	0
gene-G6L97_RS07550	NZ_CP115841.1	1512560	1513525	-	966	0	0	0	0	0	0
gene-G6L97_RS07555	NZ_CP115841.1	1513817	1514305	-	489	1	0	0	0	5	0
gene-G6L97_RS07560	NZ_CP115841.1	1514376	1515020	-	645	0	0	0	0	0	0
gene-G6L97_RS07565	NZ_CP115841.1	1515013	1515606	-	594	0	0	0	0	0	0
gene-G6L97_RS07570	NZ_CP115841.1	1515715	1517250	+	1536	0	0	0	0	0	0
gene-G6L97_RS07575	NZ_CP115841.1	1517267	1517671	-	405	0	0	0	0	0	0
gene-G6L97_RS07580	NZ_CP115841.1	1517680	1518714	-	1035	0	0	0	0	0	0
gene-G6L97_RS07585	NZ_CP115841.1	1518846	1519631	+	786	0	0	0	0	0	0
gene-G6L97_RS07590	NZ_CP115841.1	1519651	1519845	+	195	0	0	0	0	0	0
gene-G6L97_RS07595	NZ_CP115841.1	1519842	1520549	+	708	0	0	0	0	0	0
gene-G6L97_RS07600	NZ_CP115841.1	1520665	1521426	-	762	0	0	0	0	0	0
gene-G6L97_RS07605	NZ_CP115841.1	1521423	1522349	-	927	0	0	0	0	0	0
gene-G6L97_RS07610	NZ_CP115841.1	1522454	1523275	-	822	0	0	0	0	0	0
gene-G6L97_RS07615	NZ_CP115841.1	1523676	1524944	-	1269	0	0	0	0	0	0
gene-G6L97_RS07620	NZ_CP115841.1	1525251	1527065	-	1815	0	0	0	0	0	0
gene-G6L97_RS07625	NZ_CP115841.1	1527317	1527631	+	315	0	0	0	0	0	0
gene-G6L97_RS07630	NZ_CP115841.1	1527713	1529029	-	1317	0	0	0	0	0	0
gene-G6L97_RS07635	NZ_CP115841.1	1529026	1530432	-	1407	0	0	2	0	0	3
gene-G6L97_RS07640	NZ_CP115841.1	1530607	1530960	+	354	0	0	0	0	0	0
gene-G6L97_RS07645	NZ_CP115841.1	1530964	1531965	-	1002	0	0	0	0	0	0
gene-G6L97_RS07650	NZ_CP115841.1	1532229	1534064	-	1836	14	8	55	12	5	39
gene-G6L97_RS07655	NZ_CP115841.1	1534377	1535318	+	942	0	0	0	0	0	0
gene-G6L97_RS07660	NZ_CP115841.1	1535321	1535968	+	648	0	0	0	0	0	0
gene-G6L97_RS07665	NZ_CP115841.1	1535922	1536350	-	429	0	0	2	16	0	1
gene-G6L97_RS07670	NZ_CP115841.1	1536408	1537280	+	873	5	3	6	9	4	5
gene-G6L97_RS07675	NZ_CP115841.1	1537499	1537822	+	324	0	0	0	0	0	0
gene-G6L97_RS07680	NZ_CP115841.1	1537902	1538327	-	426	581	692	130	491	368	94
gene-G6L97_RS07685	NZ_CP115841.1	1538446	1539456	-	1011	1495	1860	330	1143	584	239
gene-G6L97_RS07690	NZ_CP115841.1	1539652	1540041	-	390	591	659	152	486	326	86
gene-G6L97_RS07695	NZ_CP115841.1	1540180	1540548	-	369	302	424	22	252	266	8
gene-G6L97_RS07700	NZ_CP115841.1	1540856	1541446	-	591	10	6	35	7	5	36
gene-G6L97_RS07705	NZ_CP115841.1	1541443	1542783	-	1341	125	139	80	115	65	34
gene-G6L97_RS07710	NZ_CP115841.1	1543117	1543596	-	480	350	361	114	183	126	88
gene-G6L97_RS07715	NZ_CP115841.1	1543613	1543819	-	207	134	177	50	99	56	30
gene-G6L97_RS07720	NZ_CP115841.1	1543831	1544400	-	570	454	609	201	330	180	139
gene-G6L97_RS07725	NZ_CP115841.1	1544619	1544981	-	363	461	470	321	328	245	359
gene-G6L97_RS07730	NZ_CP115841.1	1544994	1545527	-	534	211	294	128	163	113	69
gene-G6L97_RS07735	NZ_CP115841.1	1545571	1545969	-	399	360	402	210	248	179	137
gene-G6L97_RS07740	NZ_CP115841.1	1545982	1546287	-	306	564	710	233	528	348	88
gene-G6L97_RS07745	NZ_CP115841.1	1546321	1546875	-	555	322	465	84	300	159	27
gene-G6L97_RS07750	NZ_CP115841.1	1546868	1547176	-	309	0	0	0	0	0	0
gene-G6L97_RS07755	NZ_CP115841.1	1547189	1547557	-	369	585	893	114	578	369	47
gene-G6L97_RS07760	NZ_CP115841.1	1547792	1548028	-	237	54	86	9	35	22	3
gene-G6L97_RS07765	NZ_CP115841.1	1548040	1548240	-	201	238	371	130	191	102	114
gene-G6L97_RS07770	NZ_CP115841.1	1548253	1548666	-	414	688	824	321	501	238	300
gene-G6L97_RS07775	NZ_CP115841.1	1548705	1549436	-	732	258	356	167	188	75	117
gene-G6L97_RS07780	NZ_CP115841.1	1549436	1549825	-	390	571	733	203	480	168	111
gene-G6L97_RS07785	NZ_CP115841.1	1549828	1550106	-	279	35	69	9	36	16	0
gene-G6L97_RS07790	NZ_CP115841.1	1550122	1550958	-	837	742	855	312	518	261	266
gene-G6L97_RS07795	NZ_CP115841.1	1551002	1551295	-	294	236	340	86	153	114	43
gene-G6L97_RS07800	NZ_CP115841.1	1551292	1551912	-	621	220	236	105	169	75	51
gene-G6L97_RS07805	NZ_CP115841.1	1551925	1552566	-	642	325	475	107	294	164	42
gene-G6L97_RS07810	NZ_CP115841.1	1552733	1553041	-	309	147	224	28	152	73	13
gene-G6L97_RS07815	NZ_CP115841.1	1553355	1554530	-	1176	154	264	7	143	117	8
gene-G6L97_RS07820	NZ_CP115841.1	1554597	1556696	-	2100	1384	2082	583	1078	729	553
gene-G6L97_RS07825	NZ_CP115841.1	1556731	1557201	-	471	230	285	78	174	64	54
gene-G6L97_RS07830	NZ_CP115841.1	1557279	1557650	-	372	311	514	50	264	126	36
gene-G6L97_RS07835	NZ_CP115841.1	1558181	1558474	+	294	0	0	0	0	0	0
gene-G6L97_RS07840	NZ_CP115841.1	1558708	1559862	+	1155	0	0	0	0	0	0
gene-G6L97_RS07845	NZ_CP115841.1	1559964	1564169	-	4206	884	1048	879	941	602	955
gene-G6L97_RS07850	NZ_CP115841.1	1564350	1568486	-	4137	986	1239	990	652	609	1038
gene-G6L97_RS07855	NZ_CP115841.1	1568551	1568718	-	168	0	2	0	1	0	3
gene-G6L97_RS07860	NZ_CP115841.1	1568748	1569125	-	378	1074	1275	171	504	373	91
gene-G6L97_RS07865	NZ_CP115841.1	1569185	1569703	-	519	2152	2459	466	1078	632	299
gene-G6L97_RS07870	NZ_CP115841.1	1570061	1570756	-	696	752	929	320	483	366	333
gene-G6L97_RS07875	NZ_CP115841.1	1570759	1571190	-	432	185	244	26	151	71	27
gene-G6L97_RS07880	NZ_CP115841.1	1571335	1571865	-	531	0	0	0	0	0	0
gene-G6L97_RS07885	NZ_CP115841.1	1571887	1572087	-	201	40	53	2	35	33	2
gene-G6L97_RS07890	NZ_CP115841.1	1572272	1572347	-	76	3	10	0	7	3	0
gene-G6L97_RS07895	NZ_CP115841.1	1572589	1573395	-	807	0	0	0	0	0	0
gene-G6L97_RS07900	NZ_CP115841.1	1573740	1574915	-	1176	497	761	344	478	294	266
gene-G6L97_RS07905	NZ_CP115841.1	1575348	1575980	+	633	0	0	0	0	0	0
gene-G6L97_RS07910	NZ_CP115841.1	1577036	1577485	-	450	0	0	0	0	0	0
gene-G6L97_RS07915	NZ_CP115841.1	1577812	1578138	+	327	0	0	0	0	0	0
gene-G6L97_RS07920	NZ_CP115841.1	1578258	1578452	+	195	0	0	0	0	0	0
gene-G6L97_RS07925	NZ_CP115841.1	1578522	1578595	-	74	0	0	0	0	0	0
gene-G6L97_RS07930	NZ_CP115841.1	1578622	1578706	-	85	0	0	1	0	0	3
gene-G6L97_RS07935	NZ_CP115841.1	1578916	1579803	+	888	11	6	1	4	3	1
gene-G6L97_RS07940	NZ_CP115841.1	1579880	1580272	+	393	0	0	0	0	0	0
gene-G6L97_RS07945	NZ_CP115841.1	1580279	1580872	+	594	0	0	0	0	0	0
gene-G6L97_RS07950	NZ_CP115841.1	1580972	1581388	+	417	0	0	0	0	0	0
